;Author;Author ID
1061;Susan  Jeffers;1061
1062;Jennifer Quasha;1062
1063;Jamie Lee Curtis;1063
1064;Anne Millard;1064
1065;Nancy Cote;1065
1066;Julie Aigner-Clark;1066
1067;Corinne Hofmann;1067
1068;Luis Sepúlveda;1068
1069;Thornton W. Burgess;1069
1070;Anthony Burgess;1070
1071;Ben Elton;1071
1072;Stacy Schiff;1072
1073;Antoine de Saint-Exupéry;1073
1074;M.C. Beaton;1074
1075;Alex Went;1075
1076;James Shapiro;1076
1077;Celeste Davidson Mannis;1077
1078;Pierre Boulle;1078
1079;William T. Quick;1079
1080;Ian Edginton;1080
1081;William Arrow;1081
1082;David Gerrold;1082
1083;Max Brooks;1083
1084;Martin  Gilbert;1084
1085;James L. Stokesbury;1085
1086;Malvina G. Vogel;1086
1087;Jamie Oliver;1087
1088;Darren Shan;1088
1089;Rodman Philbrick;1089
1090;Stefan Fatsis;1090
1091;D.C. Talk;1091
1092;Rebecca St. James;1092
1093;Randy Cerveny;1093
1094;Robert Bogdan;1094
1095;Steve  Miller;1095
1096;Andre Duza;1096
1097;Sakurako Gokurakuin;1097
1098;Kate Bornstein;1098
1099;David Rakoff;1099
1100;Tucker Max;1100
1101;Sławomir Rawicz;1101
1102;Richard Bachman;1102
1103;Nelson Mandela;1103
1104;Nancy M. Armstrong;1104
1105;Erik Larson;1105
1106;Marc Bloch;1106
1107;William Holdsworth;1107
1108;Richard Hofstadter;1108
1109;Edward Countryman;1109
1110;Elizabeth Kostova;1110
1111;Robert B. Baer;1111
1112;Peter Robinson;1112
1113;East Bay M. U. D. Staff;1113
1114;Leah Bendavid-Val;1114
1115;Bill Hurter;1115
1116;J.D. Robb;1116
1117;Jeff   Smith;1117
1118;Usamah ibn Munqidh;1118
1119;Gail Grant;1119
1120;Eliza Gaynor Minden;1120
1121;John         Green;1121
1122;Peter Martins;1122
1123;Barbara  Newman;1123
1124;Alexandra Moss;1124
1125;Jane Yolen;1125
1126;George Balanchine;1126
1127;Scott Speck;1127
1128;Adèle Geras;1128
1129;Carol Lee;1129
1130;Katharine Holabird;1130
1131;Janice Ross;1131
1132;Susan Au;1132
1133;John               White;1133
1134;Jahnna N. Malcolm;1134
1135;Nicholas Evans;1135
1136;Marian Keyes;1136
1137;Frederick P. Lenz;1137
1138;Jimmy Carter;1138
1139;Steven F. Hayward;1139
1140;Fannie Flagg;1140
1141;Stephen Nachmanovitch;1141
1142;Rupa Bajwa;1142
1143;Sophie Kinsella;1143
1144;Nuala O'Faolain;1144
1145;James T. Farrell;1145
1146;John  Miller;1146
1147;Søren Kierkegaard;1147
1148;Georg Wilhelm Friedrich Hegel;1148
1149;Martin Heidegger;1149
1150;Christopher Biffle;1150
1151;Jenny Nimmo;1151
1152;Gertrude Chandler Warner;1152
1153;Marcel Proust;1153
1154;Miroslav Volf;1154
1155;Eduardo Galeano;1155
1156;Jack Frost;1156
1157;William Stacy Johnson;1157
1158;Linda Lael Miller;1158
1159;John O'Donohue;1159
1160;Mark Behr;1160
1161;Julia Briggs;1161
1162;Marjane Satrapi;1162
1163;Dave Barry;1163
1164;Julie Garwood;1164
1165;Robert Jordan;1165
1166;David Horowitz;1166
1167;Michelle Sagara;1167
1168;Robert A. Johnson;1168
1169;Jun'ichirō Tanizaki;1169
1170;Elisabeth Elliot;1170
1171;Christine Feehan;1171
1172;David     Payne;1172
1173;Sam Weller;1173
1174;Italo Calvino;1174
1175;Erica Jong;1175
1176;Jessica Hagedorn;1176
1177;Stephen Kinzer;1177
1178;Thomas Fahy;1178
1179;Milan Kundera;1179
1180;Joy Kogawa;1180
1181;Barack Obama;1181
1182;Mao Zedong;1182
1183;Peter Hessler;1183
1184;Peg Kerr;1184
1185;D.H. Lawrence;1185
1186;Robin Norwood;1186
1187;Susan Forward;1187
1188;Walt Disney Company;1188
1189;Jonathan Lethem;1189
1190;Kenneth Robeson;1190
1191;Alice Munro;1191
1192;Albert Marrin;1192
1193;James Clavell;1193
1194;Ben Katchor;1194
1195;Åsne Seierstad;1195
1196;Fatemeh Keshavarz;1196
1197;Joseph E. Stiglitz;1197
1198;Curtis Sittenfeld;1198
1199;Denis Johnson;1199
1200;James C.    Simmons;1200
1201;Rudolph R. Windsor;1201
1202;Kira Salak;1202
1203;Ian Buruma;1203
1204;Gertrude the Great;1204
1205;Kōbō Abe;1205
1206;Max Frisch;1206
1207;Bernd Matzkowski;1207
1208;Sten Nadolny;1208
1209;C.D. Payne;1209
1210;Deborah Spungen;1210
1211;Alex Cox;1211
1212;James D. Bradley;1212
1213;Michael R. French;1213
1214;Philip Pullman;1214
1215;Antonia Fraser;1215
1216;Alison Weir;1216
1217;J. Keith Cheetham;1217
1218;Tad Williams;1218
1219;Jenny Wormald;1219
1220;John Guy;1220
1221;Carolly Erickson;1221
1222;Robert Hutchinson;1222
1223;Margaret George;1223
1224;Margaret Hodges;1224
1225;Gene Wilder;1225
1226;Sigrid Nunez;1226
1227;Helen Fisher;1227
1228;Mary Jane Maffini;1228
1229;Jincy Willett;1229
1230;Dobrica Erić;1230
1231;Wisława Szymborska;1231
1232;Charlotte Brontë;1232
1233;M.M. Kaye;1233
1234;Paul Farmer;1234
1235;Fritjof Capra;1235
1236;Edward T. Haslam;1236
1237;Michelle Feynman;1237
1238;Mark S. Smith;1238
1239;Joan Dayan;1239
1240;Ted Steinberg;1240
1241;Huston Smith;1241
1242;Christopher Partridge;1242
1243;Jim  Powell;1243
1244;Larry McMurtry;1244
1245;Amartya Sen;1245
1246;Karen Rizzo;1246
1247;Julie Andrews Edwards;1247
1248;Giles Andreae;1248
1249;Marina Belozerskaya;1249
1250;David A. Ufer;1250
1251;Wilson Rawls;1251
1252;Marc Platt;1252
1253;Andrew    Hunt;1253
1254;Andrew Cartmel;1254
1255;Greg Behrendt;1255
1256;Michaela Muntean;1256
1257;Beth Hensperger;1257
1258;Martine Agassi;1258
1259;Sarah Susanka;1259
1260;Rachel Lichtenstein;1260
1261;Fiona McAuslan;1261
1262;Richard Gott;1262
1263;Nancy Osa;1263
1264;Stephen Coonts;1264
1265;Kim Edwards;1265
1266;John Updike;1266
1267;Paul Pitchford;1267
1268;Rebecca  Wood;1268
1269;Eugene Linden;1269
1270;Margaret  Rose;1270
1271;Candida Höfer;1271
1272;Pierdomenico Baccalario;1272
1273;Shelley Klein;1273
1274;King Arthur Flour;1274
1275;Frank Portman;1275
1276;George R.R. Martin;1276
1277;George Beahm;1277
1278;Brian James Freeman;1278
1279;Stanley Wiater;1279
1280;Sam Walton;1280
1281;Roger Penrose;1281
1282;Barry Schwartz;1282
1283;Robert D. Kaplan;1283
1284;Andreas J. Köstenberger;1284
1285;Roger Lowenstein;1285
1286;Francine Pascal;1286
1287;Kate McMullan;1287
1288;Simon Schama;1288
1289;Rudyard Kipling;1289
1290;George Gladir;1290
1291;Walker Percy;1291
1292;Gregory Maguire;1292
1293;Christopher M. Andrew;1293
1294;James Lee Burke;1294
1295;John Terra;1295
1296;Stephen Clarke;1296
1297;Geneviève;1297
1298;Michael S. Reynolds;1298
1299;Leonardo Padura;1299
1300;Bernice Kert;1300
1301;Jeffrey Meyers;1301
1302;Amanda Hemingway;1302
1303;Jackson J. Benson;1303
1304;E.B. White;1304
1305;Jon Lee Anderson;1305
1306;Caroline Preston;1306
1307;Allan C. Weisbecker;1307
1308;Solomon Jones;1308
1309;Steve Martin;1309
1310;Anita Thompson;1310
1311;Walter Isaacson;1311
1312;Anne Lamott;1312
1313;Cecelia Ahern;1313
1314;Jerry Ahern;1314
1315;Chris Gardner;1315
1316;Jodi Picoult;1316
1317;Charles Frazier;1317
1318;Hanshan;1318
1319;Susan    Lewis;1319
1320;Billy Crystal;1320
1321;Phillip Margolin;1321
1322;Timothy Truman;1322
1323;James Axler;1323
1324;Matt Keefe;1324
1325;William Faulkner;1325
1326;Katherine Neville;1326
1327;Louise Bates Ames;1327
1328;Henepola Gunaratana;1328
1329;Eliot Asinof;1329
1330;Jane E. Gerver;1330
1331;Arturo Pérez-Reverte;1331
1332;Anaïs Nin;1332
1333;Bart King;1333
1334;Clint Willis;1334
1335;Jason Hook;1335
1336;J. Maarten Troost;1336
1337;Jim Trelease;1337
1338;David K. Shipler;1338
1339;Christie Ridgway;1339
1340;Peter J. D'Adamo;1340
1341;C.S. Lewis;1341
1342;Shifra Horn;1342
1343;Pansy;1343
1344;Elie Wiesel;1344
1345;Edward J. Larson;1345
1346;Margo Maine;1346
1347;Connie Mason;1347
1348;Dan B. Allender;1348
1349;Julia Alvarez;1349
1350;Bruce Edward Walker;1350
1351;Ken Kesey;1351
1352;Iris Murdoch;1352
1353;Susan Howatch;1353
1354;Mary McCarthy;1354
1355;Jay Rubin;1355
1356;Susan Cooper;1356
1357;Mercer Mayer;1357
1358;Scott Leonard;1358
1359;Barbara W. Tuchman;1359
1360;Sinclair Lewis;1360
1361;Arthur Edward Waite;1361
1362;Jan Frank;1362
1363;Raymond Carver;1363
1364;Tobias Wolff;1364
1365;Philip Gourevitch;1365
1366;The Paris Review;1366
1367;Paul Hendrickson;1367
1368;Alice Walker;1368
1369;Melody Carlson;1369
1370;Chaim Potok;1370
1371;Patricia Schultz;1371
1372;Robert R. McCammon;1372
1373;Lois H. Gresh;1373
1374;Raynold Gideon;1374
1375;Judith Farr;1375
1376;Richard B. Sewall;1376
1377;Emily Dickinson;1377
1378;Sylvia Plath;1378
1379;Paul Alexander;1379
1380;Ronald Hayman;1380
1381;Keri Hulme;1381
1382;James Plath;1382
1383;Jacquelyn Reinach;1383
1384;Oscar Hijuelos;1384
1385;John Cheever;1385
1386;Orhan Pamuk;1386
1387;Ian Jack;1387
1388;Octavio Paz;1388
1389;Anthony Minghella;1389
1390;A.S. Byatt;1390
1391;Penelope Fitzgerald;1391
1392;Marilynne Robinson;1392
1393;Carol Shields;1393
1394;Elisabeth Jean Wood;1394
1395;Sid Fleischman;1395
1396;Cynthia Voigt;1396
1397;Mary B. Collins;1397
1398;Andrew P. Trout;1398
1399;Lou Priolo;1399
1400;William Styron;1400
1401;Robert L. Geneve;1401
1402;Bebe Moore Campbell;1402
1403;Anne Rice;1403
1404;Kelley Armstrong;1404
1405;Peter S. Beagle;1405
1406;Don Webb;1406
1407;Jack Williamson;1407
1408;Albert Camus;1408
1409;Jacqueline Harpman;1409
1410;Robert Polito;1410
1411;Iain M. Banks;1411
1412;Alan MacGillivray;1412
1413;Iain Banks;1413
1414;Hershel Parker;1414
1415;Patricia Hall;1415
1416;Paul Bowles;1416
1417;Ann Major;1417
1418;Paul Coughlin;1418
1419;Ludwig Wittgenstein;1419
1420;David Edmonds;1420
1421;Saul A. Kripke;1421
1422;Ray Monk;1422
1423;Allan Janik;1423
1424;Eugene O'Neill;1424
1425;Carlos A. Schwantes;1425
1426;Samuel Beckett;1426
1427;Jonathan Croall;1427
1428;Eugène Ionesco;1428
1429;Margaret Bertha Synge;1429
1430;Luigi Pirandello;1430
1431;Sam Shepard;1431
1432;Robert Frost;1432
1433;Richard  Adams;1433
1434;Jacqueline K. Ogburn;1434
1435;Louise Borden;1435
1436;Marguerite Yourcenar;1436
1437;Nicholas A. Basbanes;1437
1438;Thomas Bernhard;1438
1439;Jay Parini;1439
1440;Tennessee Williams;1440
1441;Sam Bass Warner Jr.;1441
1442;Chet Green;1442
1443;Mary Pope Osborne;1443
1444;Richmond Lattimore;1444
1445;Carroll John Daly;1445
1446;Jo Ann Ooiman Robinson;1446
1447;Nathaniel Hawthorne;1447
1448;Michael Teitelbaum;1448
1449;Nancy Milford;1449
1450;João Guimarães Rosa;1450
1451;Ruth Ozeki;1451
1452;Sarah Vowell;1452
1453;Richard Russo;1453
1454;Gus Russo;1454
1455;Richard Ford;1455
1456;Graydon Carter;1456
1457;Steven Watts;1457
1458;Jim Morrison;1458
1459;Mary B. Morrison;1459
1460;Louis-Ferdinand Céline;1460
1461;William T. Vollmann;1461
1462;Paul Robert Magocsi;1462
1463;Nella Larsen;1463
1464;Sonny Brewer;1464
1465;Boris Pasternak;1465
1466;Thomas Wolfe;1466
1467;Howard Korder;1467
1468;Norman Mailer;1468
1469;Lynda La Plante;1469
1470;James Hamilton-Paterson;1470
1471;Erin McCarthy;1471
1472;Pete McCarthy;1472
1473;W. Michael Kelley;1473
1474;David Mamet;1474
1475;Mary Roach;1475
1476;Iain Levison;1476
1477;P.G. Wodehouse;1477
1478;Richard Brautigan;1478
1479;Eudora Welty;1479
1480;Anne Fadiman;1480
1481;Noam Chomsky;1481
1482;Shirley Rousseau Murphy;1482
1483;Jean-Jacques Rousseau;1483
1484;James A. Michener;1484
1485;John Grogan;1485
1486;Graham Handley;1486
1487;Terry C. Johnston;1487
1488;Margot Adler;1488
1489;Scott O'Dell;1489
1490;Shirley Hazzard;1490
1491;Elizabeth Mayne;1491
1492;Ira Levin;1492
1493;William Hjortsberg;1493
1494;Melissa M. Garcia;1494
1495;Alice Kaplan;1495
1496;Ha Jin;1496
1497;Robert Mason;1497
1498;Michael Morpurgo;1498
1499;Maryam Riess;1499
1500;Carlos Castañeda;1500
1501;Steve Blamires;1501
1502;Daphne du Maurier;1502
1503;Rebecca Goldstein;1503
1504;Rebecca York;1504
1505;Rebecca West;1505
1506;John Barth;1506
1507;Horace Walpole;1507
1508;Mark Helprin;1508
1509;Isak Dinesen;1509
1510;Troy Denning;1510
1511;Terry Tempest Williams;1511
1512;Bob      Smith;1512
1513;James K. Lowers;1513
1514;Lewis Carroll;1514
1515;Lawrence Durrell;1515
1516;Reynolds Price;1516
1517;Carl Hiaasen;1517
1518;Andrés Duany;1518
1519;Don Colbert;1519
1520;James Redfield;1520
1521;Donald Spoto;1521
1522;Howard Stern;1522
1523;Lesley Glaister;1523
1524;Kevin Smith;1524
1525;Stephanie Spinner;1525
1526;Maxim Gorky;1526
1527;Jane Heller;1527
1528;Ruth Heller;1528
1529;Zoë Heller;1529
1530;Paul Crilley;1530
1531;Igor Stravinsky;1531
1532;C. Hassell Bullock;1532
1533;John Milner;1533
1534;Mark Rothko;1534
1535;Lee Seldes;1535
1536;Diane Waldman;1536
1537;Henry M. Sayre;1537
1538;Pindar;1538
1539;Garth Nix;1539
1540;Prima Publishing;1540
1541;Joyce Meyer;1541
1542;Brenda Joyce;1542
1543;Stuart Gilbert;1543
1544;Miriam Toews;1544
1545;Marilyn Herbert;1545
1546;Dorothy Dunnett;1546
1547;Stuart McLean;1547
1548;David  Michaels;1548
1549;Douglas E. Winter;1549
1550;Kathleen Banks Freeman;1550
1551;Philip Ellis Wheelwright;1551
1552;Geoffrey S. Kirk;1552
1553;Catherine Osborne;1553
1554;Jonathan Barnes;1554
1555;Catherine Thimmesh;1555
1556;Stanley Coren;1556
1557;Michael J. Gelb;1557
1558;Jane Walmsley;1558
1559;Terry Cole-Whittaker;1559
1560;Jiddu Krishnamurti;1560
1561;Pam Johnson-Bennett;1561
1562;Giuliana DePandi;1562
1563;Howard W. Stone;1563
1564;Hirohiko Araki;1564
1565;Ben Avery;1565
1566;Charles de Lint;1566
1567;James W. Loewen;1567
1568;Miguel Serrano;1568
1569;Kyoko Hikawa;1569
1570;Ursula K. Le Guin;1570
1571;Takehiko Inoue;1571
1572;CLAMP;1572
1573;Yumi Hotta;1573
1574;E.R. Eddison;1574
1575;Frederick P. Brooks Jr.;1575
1576;Junji Ito;1576
1577;Yōko Kamio;1577
1578;Lao Tzu;1578
1579;Mikhail Tal;1579
1580;Eiji Nonaka;1580
1581;Fuyumi Ono;1581
1582;Suzette Haden Elgin;1582
1583;Hiroyuki Morioka;1583
1584;Julie Powell;1584
1585;Yasunari Kawabata;1585
1586;Nancy Conrad;1586
1587;Chie Shinohara;1587
1588;Yayoi Ogawa;1588
1589;Chieri Uegaki;1589
1590;Suki Kim;1590
1591;R. Scott Bakker;1591
1592;Raymond E. Feist;1592
1593;Roger Zelazny;1593
1594;John Gregory Betancourt;1594
1595;Tamora Pierce;1595
1596;Michael Pollan;1596
1597;Joyce Lankester Brisley;1597
1598;Mandy Aftel;1598
1599;Jackie French Koller;1599
1600;Katherine Dunn;1600
1601;Sylvia Nasar;1601
1602;Edward de Bono;1602
1603;Sayadaw U. Pandita;1603
1604;Juliet Marillier;1604
1605;Andrew Solomon;1605
1606;Frank Warren;1606
1607;William Kalush;1607
1608;Melanie Rawn;1608
1609;James Preller;1609
1610;Lois Gladys Leppard;1610
1611;Konrad Eisenbichler;1611
1612;Konrad Lorenz;1612
1613;David S. Garnett;1613
1614;Mercedes Lackey;1614
1615;Bruce Patton;1615
1616;Richard Olney;1616
1617;Lady Sarashina;1617
1618;Audrey Niffenegger;1618
1619;Maureen Child;1619
1620;Susan   Mallery;1620
1621;Donna Tartt;1621
1622;John Lawrence Peterson;1622
1623;Tomie dePaola;1623
1624;Richard Matheson;1624
1625;Naomi Novik;1625
1626;Dorothy L. Sayers;1626
1627;Paul Belien;1627
1628;Chiho Saito;1628
1629;R.K. Narayan;1629
1630;Junichi Satō;1630
1631;Lennard Zinn;1631
1632;Jon Kabat-Zinn;1632
1633;June Casagrande;1633
1634;Tomo Matsumoto;1634
1635;Max Eilenberg;1635
1636;Teddy Slater;1636
1637;Erich Fromm;1637
1638;Eiki Eiki;1638
1639;Arien Mack;1639
1640;John M. Hull;1640
1641;Paul De Man;1641
1642;Ellis Weiner;1642
1643;Pearson Scott Foresman;1643
1644;Chester Gould;1644
1645;Jayne Castle;1645
1646;Susanna Clarke;1646
1647;Lan Samantha Chang;1647
1648;Rick Bass;1648
1649;Richard Flanagan;1649
1650;Mary Karr;1650
1651;Celeste Bradley;1651
1652;Matthew Kneale;1652
1653;Halldór Laxness;1653
1654;Alistair MacLeod;1654
1655;Ryū Murakami;1655
1656;George Saunders;1656
1657;Bob Dylan;1657
1658;Michael Gray;1658
1659;Stephen Wright;1659
1660;Victor Villaseñor;1660
1661;Rudolfo Anaya;1661
1662;Patricia McHugh;1662
1663;Alan Lightman;1663
1664;Kresley Cole;1664
1665;Neil Cole;1665
1666;Robert Coles;1666
1667;Cole Porter;1667
1668;Michael Spring;1668
1669;Steve Eddy;1669
1670;Richard Reeves;1670
1671;Oliver Sacks;1671
1672;Carrie Vaughn;1672
1673;Ken Mandelbaum;1673
1674;O. Henry;1674
1675;Peggy Parish;1675
1676;Michael Rabiger;1676
1677;Bill Nichols;1677
1678;Michael W. Dean;1678
1679;Mark Mazower;1679
1680;Leon Sciaky;1680
1681;Colin Wilson;1681
1682;Mike Carey;1682
1683;Herman Wouk;1683
1684;Gaston Leroux;1684
1685;Alex Austin;1685
1686;Francesca Lia Block;1686
1687;Thich Nhat Hanh;1687
1688;Mikal Gilmore;1688
1689;Adam Woog;1689
1690;Legs McNeil;1690
1691;Ian Glasper;1691
1692;David Weisman;1692
1693;Jean Stein;1693
1694;James Fenimore Cooper;1694
1695;Donald J. Sobol;1695
1696;Qiu Xiaolong;1696
1697;Stendhal;1697
1698;Robert Robinson;1698
1699;Mark Wigan;1699
1700;Lord Dunsany;1700
1701;William Morris;1701
1702;Johann Wolfgang von Goethe;1702
1703;Gotthold Ephraim Lessing;1703
1704;Mark Yarnell;1704
1705;Yochai Benkler;1705
1706;Tim Bogenn;1706
1707;Jennifer Weiner;1707
1708;Emma McLaughlin;1708
1709;William Gibson;1709
1710;R.C. Sproul;1710
1711;Jerome Karabel;1711
1712;Norman L. Geisler;1712
1713;Stephanie Laurens;1713
1714;John Major Jenkins;1714
1715;Marco Polo;1715
1716;John Marco;1716
1717;David Baldacci;1717
1718;S.E. Hinton;1718
1719;Betty  Smith;1719
1720;Ted Bader;1720
1721;Edward Albee;1721
1722;Virginia Woolf;1722
1723;Gertrude Stein;1723
1724;Kate Mosse;1724
1725;James Luceno;1725
1726;Dean Koontz;1726
1727;Lotte H. Eisner;1727
1728;Kerry Patterson;1728
1729;Neale Donald Walsch;1729
1730;Robert Scoble;1730
1731;Margaret Shepherd;1731
1732;Stephen Miller;1732
1733;Michka Assayas;1733
1734;David Lazar;1734
1735;Jeanette Winterson;1735
1736;Helena Grice;1736
1737;Alexander  Walker;1737
1738;Alfred Hitchcock;1738
1739;Robert A. Harris;1739
1740;Robert Arthur;1740
1741;Stephen Rebello;1741
1742;Joanne Harris;1742
1743;Georg Feuerstein;1743
1744;Arnold Rampersad;1744
1745;Haven Kimmel;1745
1746;Barry Hughart;1746
1747;Frank N. Magill;1747
1748;John Granger;1748
1749;Ann Granger;1749
1750;Art Spiegelman;1750
1751;Günter Grass;1751
1752;Wayne G. Hammond;1752
1753;William M. Bass;1753
1754;David Colbert;1754
1755;Margo Daly;1755
1756;Rough Guides;1756
1757;David Salo;1757
1758;Laurell K. Hamilton;1758
1759;Hugh    Miller;1759
1760;Jessica Snyder Sachs;1760
1761;Diane Mott Davidson;1761
1762;Poppy Z. Brite;1762
1763;The Harvard Lampoon;1763
1764;Rick Moody;1764
1765;Piers Anthony;1765
1766;Jonathan  A. Goldstein;1766
1767;Anonymous;1767
1768;Terry Brooks;1768
1769;Witold Gombrowicz;1769
1770;Laurel Thatcher Ulrich;1770
1771;Karen Cushman;1771
1772;Elizabeth  Davis;1772
1773;Sheryl Feldman;1773
1774;Gretchen Moran Laskas;1774
1775;Jan M. Kriebs;1775
1776;Richard Wright;1776
1777;Edmond Rostand;1777
1778;Alexander C. Irvine;1778
1779;Ann Rule;1779
1780;Katrina Kittle;1780
1781;Eric Hansen;1781
1782;Terry Moore;1782
1783;Georges Simenon;1783
1784;Louis Sachar;1784
1785;Patricia Highsmith;1785
1786;David Zane Mairowitz;1786
1787;Simon Cleveland;1787
1788;Michael H. Jackson;1788
1789;Danny Palmerlee;1789
1790;Robert Egan;1790
1791;B.K. Beckwith;1791
1792;Carole Nelson Douglas;1792
1793;Rex Pickett;1793
1794;Alexander Payne;1794
1795;Richard Dooling;1795
1796;Andre Dubus III;1796
1797;Mark Zwonitzer;1797
1798;Les Beletsky;1798
1799;National Geographic Society;1799
1800;Anne Michaels;1800
1801;Barbara Haworth-Attard;1801
1802;Albert Einstein;1802
1803;Ben Schoen;1803
1804;Galadriel Waters;1804
1805;Iain Pears;1805
1806;Jodi Cobb;1806
1807;Jane Haddam;1807
1808;Billy Mills;1808
1809;John Milton;1809
1810;Judith McNaught;1810
1811;Les Standiford;1811
1812;Gia Bathory Al Babel;1812
1813;Tess Uriza Holthe;1813
1814;Thad Carhart;1814
1815;Ann Packer;1815
1816;Michael Wharton;1816
1817;Kate Chopin;1817
1818;John Grigsby;1818
1819;Matt Wagner;1819
1820;Anthony Powell;1820
1821;Michael   Barber;1821
1822;Ron Chernow;1822
1823;Harvey Pekar;1823
1824;Kathy Acker;1824
1825;Janet Wallach;1825
1826;Queen Latifah;1826
1827;Jill Conner Browne;1827
1828;Catherine Gilbert Murdock;1828
1829;Eleanor Herman;1829
1830;Philippa Gregory;1830
1831;Z.Z. Packer;1831
1832;Mark Dunn;1832
1833;Richard Preston;1833
1834;Richard   Preston;1834
1835;Judith Larner Lowry;1835
1836;Laurie Halse Anderson;1836
1837;Mary Downing Hahn;1837
1838;Kate Atkinson;1838
1839;Sigmund Freud;1839
1840;Armistead Maupin;1840
1841;Colson Whitehead;1841
1842;Terry Deary;1842
1843;John Fowles;1843
1844;Tobias Churton;1844
1845;Elizabeth M. Butler;1845
1846;Agatha Christie;1846
1847;Mary Westmacott;1847
1848;Charles Osborne;1848
1849;Lorna Landvik;1849
1850;Norton Juster;1850
1851;Fred Saberhagen;1851
1852;Philip José Farmer;1852
1853;Richard A. Lupoff;1853
1854;Doyle Brunson;1854
1855;Michael E. Doyle;1855
1856;Brian  Doyle;1856
1857;Hideyuki Kikuchi;1857
1858;Thomas Hobbes;1858
1859;Peter Blegvad;1859
1860;Alexis de Tocqueville;1860
1861;John     Kay;1861
1862;Victor Skrebneski;1862
1863;Teresa Edgerton;1863
1864;Donald A. Mackenzie;1864
1865;Janna Levin;1865
1866;Jon Agar;1866
1867;Brian Rotman;1867
1868;Anthony Mcreavy;1868
1869;Scott Wetzler;1869
1870;Mary M. Flekke;1870
1871;Donna Goldberg;1871
1872;Pat Conroy;1872
1873;Belva Plain;1873
1874;Erle Stanley Gardner;1874
1875;Susan Kandel;1875
1876;Martin Millar;1876
1877;J. Martin Evans;1877
1878;Christopher Isherwood;1878
1879;Barry  Lopez;1879
1880;Richard Rhodes;1880
1881;Owen  Thomas;1881
1882;Henry David Thoreau;1882
1883;Verlyn Flieger;1883
1884;David E. Smith;1884
1885;Graham Masterton;1885
1886;Terry Eagleton;1886
1887;Eric Flint;1887
1888;Richard Brzezinski;1888
1889;Kurt Busiek;1889
1890;Stan Lee;1890
1891;Mark Waid;1891
1892;Maureen Johnson;1892
1893;Jillian Hunter;1893
1894;Judith A. Lansdowne;1894
1895;Blake Nelson;1895
1896;Daniel Quinn;1896
1897;Barbara Hambly;1897
1898;Ishmael Reed;1898
1899;Edwin A. Abbott;1899
1900;Ian Stewart;1900
1901;Lynn Kurland;1901
1902;David Bowie;1902
1903;Terry Lee Rioux;1903
1904;Michael K. Brett-Surman;1904
1905;Alec MacLellan;1905
1906;Willie Dixon;1906
1907;James Gleick;1907
1908;Chinua Achebe;1908
1909;Emily Mann;1909
1910;H.R. Giger;1910
1911;Aleksandr Solzhenitsyn;1911
1912;Richard B. Alley;1912
1913;James Baldwin;1913
1914;Willa Cather;1914
1915;Antonia Juhasz;1915
1916;Michael Dorris;1916
1917;Ralph Ellison;1917
1918;Kate Jacobs;1918
1919;John  Diamond;1919
1920;Bram Stoker;1920
1921;Arthur  Miller;1921
1922;Fred Anderson;1922
1923;David R. George III;1923
1924;George Gamow;1924
1925;Richard Hanley;1925
1926;Susan Ring;1926
1927;Robert L. Wolke;1927
1928;Marcy Kelman;1928
1929;David Weber;1929
1930;Elizabeth Moon;1930
1931;John Lescroart;1931
1932;Randall Kenan;1932
1933;Gary Oates;1933
1934;Carl Sagan;1934
1935;Barton Zwiebach;1935
1936;Kip S. Thorne;1936
1937;Emerson Eggerichs;1937
1938;Theodore L. Brown;1938
1939;John W. Dettman;1939
1940;Douglas C. Giancoli;1940
1941;Paul M. Fishbane;1941
1942;Marguerite Henry;1942
1943;Enid Blyton;1943
1944;Chris L. Demarest;1944
1945;Eleanor Clymer;1945
1946;Richard Bausch;1946
1947;Gary B. Nash;1947
1948;bell hooks;1948
1949;Vijay Prashad;1949
1950;W.E.B. Du Bois;1950
1951;Cornel West;1951
1952;Lani Guinier;1952
1953;Richard Proenneke;1953
1954;James L. Nelson;1954
1955;Rachel Klein;1955
1956;Maile Meloy;1956
1957;Ellen Meloy;1957
1958;Judith M. Meloy;1958
1959;Marilyn Johnson;1959
1960;Jim Butcher;1960
1961;John D. Fitzgerald;1961
1962;M. John Harrison;1962
1963;Edward R. Tufte;1963
1964;Nora Roberts;1964
1965;Paul  Collins;1965
1966;Martin Gardner;1966
1967;Maki Murakami;1967
1968;Mikhail Bulgakov;1968
1969;Elena N. Mahlow;1969
1970;Amir D. Aczel;1970
1971;Charles Stross;1971
1972;A.D.P. Briggs;1972
1973;Tom Stoppard;1973
1974;Adolfo Bioy Casares;1974
1975;Tim Flannery;1975
1976;Kristiana Gregory;1976
1977;Simon Singh;1977
1978;Eoin Colfer;1978
1979;Melinda Long;1979
1980;Terry Breverton;1980
1981;Bruce Coville;1981
1982;H. Jay Riker;1982
1983;Kevin D. Mitnick;1983
1984;George Stalk Jr.;1984
1985;Raph Koster;1985
1986;Ian        Martin;1986
1987;Sei Shōnagon;1987
1988;Bill Richardson;1988
1989;Stanisław Lem;1989
1990;Peter Kreeft;1990
1991;Denis Diderot;1991
1992;Alistair Horne;1992
1993;Peter Turchin;1993
1994;Unknown;1994
1995;François Rabelais;1995
1996;Maurice Merleau-Ponty;1996
1997;Dermot Moran;1997
1998;Robert Sokolowski;1998
