;Author;Author ID
1999;Don Ihde;1999
2000;Immanuel Kant;2000
2001;Jonathan Clements;2001
2002;Paul La Farge;2002
2003;Jill Elizabeth Nelson;2003
2004;Chris Offutt;2004
2005;Andrew J. Offutt;2005
2006;Deirdre Bair;2006
2007;Daniel Keyes;2007
2008;T.A. Barron;2008
2009;Matthew Pearl;2009
2010;Margaret Mitchell;2010
2011;Alice Randall;2011
2012;Thomas More;2012
2013;Audrey Penn;2013
2014;Barbara Ann Brennan;2014
2015;Ben Carson;2015
2016;Roméo Dallaire;2016
2017;Ian Caldwell;2017
2018;Joscelyn Godwin;2018
2019;David Bjerklie;2019
2020;George H. Scherr;2020
2021;Jerzy Kosiński;2021
2022;Adam Rex;2022
2023;Mary Wollstonecraft Shelley;2023
2024;Anne K. Mellor;2024
2025;Edmund Spenser;2025
2026;Christopher Marlowe;2026
2027;Stephen  Booth;2027
2028;Ann Rinaldi;2028
2029;Theodore Taylor;2029
2030;Kate Summerscale;2030
2031;Broughton Coburn;2031
2032;Reinhold Messner;2032
2033;Polly Horvath;2033
2034;Bette Greene;2034
2035;Alistair McCallum;2035
2036;Lauren Bacall;2036
2037;Joe Simpson;2037
2038;Ronlyn Domingue;2038
2039;Robert B. Parker;2039
2040;Mary Gaitskill;2040
2041;Deborah Gregory;2041
2042;Catherine Marshall;2042
2043;Bill Clinton;2043
2044;Stuart M. Kaminsky;2044
2045;Doug McClelland;2045
2046;Monica Ali;2046
2047;Mark Epstein;2047
2048;Ariel Levy;2048
2049;Chimamanda Ngozi Adichie;2049
2050;A.N. Roquelaure;2050
2051;James Salter;2051
2052;Alfred Uhry;2052
2053;Robert Graves;2053
2054;Peter Watson;2054
2055;Merlin Donald;2055
2056;Joseph Frank;2056
2057;Richard Freeborn;2057
2058;William Hubben;2058
2059;Mikhail Bakhtin;2059
2060;Martin Amis;2060
2061;Leonard Woolf;2061
2062;Quentin Bell;2062
2063;Gary K. Carey;2063
2064;Hermione Lee;2064
2065;Hildegarde Hoyt Swift;2065
2066;Selma G. Lanes;2066
2067;Rubem A. Alves;2067
2068;David Eddings;2068
2069;Marion Zimmer Bradley;2069
2070;John Peel;2070
2071;R.L. Stine;2071
2072;Slavoj Žižek;2072
2073;Sarah   Kay;2073
2074;Jodee Blanco;2074
2075;Joan Elizabeth Klingel Ray;2075
2076;Cordwainer Smith;2076
2077;David Simon;2077
2078;Simón Bolívar;2078
2079;Simon Perchik;2079
2080;Donald  Lloyd;2080
2081;Helen McCarthy;2081
2082;Dorothea Shefer-Vanson;2082
2083;John le Carré;2083
2084;Tedd Arnold;2084
2085;Julia Jarman;2085
2086;Ben M. Baglio;2086
2087;Jess Lourey;2087
2088;Myla Goldberg;2088
2089;Markus Zusak;2089
2090;George Eliot;2090
2091;Nikolai Gogol;2091
2092;Warren Murphy;2092
2093;Robert Munsch;2093
2094;Patrick Lencioni;2094
2095;George Lakoff;2095
2096;Gary A. Braunbeck;2096
2097;Harvey P. Mandel;2097
2098;Samuel Taylor Coleridge;2098
2099;Robert Nye;2099
2100;Helen Vendler;2100
2101;Seamus Heaney;2101
2102;David   Ward;2102
2103;David Day;2103
2104;David Gemmell;2104
2105;Astrid Lindgren;2105
2106;Beatrix Potter;2106
2107;Linda Lear;2107
2108;Chris Tait;2108
2109;Jeffrey H. Tigay;2109
2110;Alexander Heidel;2110
2111;Aurelio Voltaire;2111
2112;Merlin Holland;2112
2113;Joseph Pearce;2113
2114;Edward Gibbon;2114
2115;Jennings Michael Burch;2115
2116;Jennifer Chiaverini;2116
2117;Sharon Creech;2117
2118;Debbie Dadey;2118
2119;Dyan Sheldon;2119
2120;Sheri Lynch;2120
2121;Ngawang Pelzang;2121
2122;Meg Cabot;2122
2123;Julie Kenner;2123
2124;Caroline B. Cooney;2124
2125;Ned Vizzini;2125
2126;Paul Karasik;2126
2127;Elizabeth Gilbert;2127
2128;Arthur Schopenhauer;2128
2129;Irvin D. Yalom;2129
2130;Christopher Janaway;2130
2131;David James Duncan;2131
2132;Maurice Sendak;2132
2133;Marcella Hazan;2133
2134;Luigi Barzini;2134
2135;Luigi  Barzini;2135
2136;Mina Loy;2136
2137;Janet Flanner;2137
2138;Peter Straub;2138
2139;James   McBride;2139
2140;Victoria Finlay;2140
2141;Vincent van Gogh;2141
2142;Alan Dean Foster;2142
2143;Ann Beattie;2143
2144;Denise Dersin;2144
2145;Richard Stapleford;2145
2146;Robin Chapman Stacey;2146
2147;Ellen Anker;2147
2148;Lorrie Moore;2148
2149;Steve Perry;2149
2150;Jerome Preisler;2150
2151;John Helfers;2151
2152;Diane Duane;2152
2153;Jeff Rovin;2153
2154;Randy Leffingwell;2154
2155;Matt Christopher;2155
2156;W. Frederick Zimmerman;2156
2157;Richard Powers;2157
2158;David R. Hawkins;2158
2159;William Manchester;2159
2160;Elaine Cunningham;2160
2161;Mark  Hunter;2161
2162;FASA Corporation;2162
2163;Heidi Betts;2163
2164;Ellen Kushner;2164
2165;Jerome Kagan;2165
2166;Micol Ostow;2166
2167;Anne McCaffrey;2167
2168;Jude Watson;2168
2169;Joan Goldstein;2169
2170;Manuela Soares;2170
2171;Tara McCarthy;2171
2172;McDougal Littell;2172
2173;Grif Stockley;2173
2174;Blaine M. Yorgason;2174
2175;James Scott Bell;2175
2176;John Keats;2176
2177;Max Allan Collins;2177
2178;Steve Augarde;2178
2179;George Plimpton;2179
2180;Brian J. Robb;2180
2181;Gardner Dozois;2181
2182;Joan Aiken;2182
2183;Russell Hoban;2183
2184;Mark O'Shea;2184
2185;Ansel Adams;2185
2186;Emma Barker;2186
2187;Charles A. Coulombe;2187
2188;Stanley Bing;2188
2189;Robert D. Richardson Jr.;2189
2190;Carl Senna;2190
2191;Kathryn  Hughes;2191
2192;Chris Adrian;2192
2193;Robert M. Sapolsky;2193
2194;Larry J. Stephens;2194
2195;Erving Goffman;2195
2196;Aesop;2196
2197;Stephen R. Swinburne;2197
2198;Richard Curtis;2198
2199;William Murray;2199
2200;Michael Jecks;2200
2201;Don Macmillan;2201
2202;Rosalind M. Greenberg;2202
2203;Martin H. Greenberg;2203
2204;Dennis Adler;2204
2205;R. McL. Wilson;2205
2206;Arthur Yorinks;2206
2207;Wayne W. Dyer;2207
2208;Michael S.  Smith;2208
2209;Michael Marshall Smith;2209
2210;Chris Archer;2210
2211;Kate Elliott;2211
2212;Sherwood Smith;2212
2213;Anne Easter Smith;2213
2214;Robert E. Howard;2214
2215;Lynda Madison;2215
2216;Nancy Holyoke;2216
2217;Patti Kelley Criswell;2217
2218;Mymi Doinet;2218
2219;Robert Shapard;2219
2220;Elizabeth Silverthorne;2220
2221;Thomas Bailey Saunders;2221
2222;Giuliano Hazan;2222
2223;Paola Nanni-Tate;2223
2224;Mary Anna Evans;2224
2225;Stormie Omartian;2225
2226;Robert Bauval;2226
2227;Ben Bova;2227
2228;James E. Ingram;2228
2229;Rick Steves;2229
2230;Adrian McKinty;2230
2231;P.T. Deutermann;2231
2232;Brian Michael Bendis;2232
2233;Bill Willingham;2233
2234;Russell Roberts;2234
2235;John Ayto;2235
2236;Greg Tang;2236
2237;David Axton;2237
2238;Joseph Wambaugh;2238
2239;Stephen J. Cannell;2239
2240;Michael Connelly;2240
2241;Joe Haldeman;2241
2242;Constance Ash;2242
2243;Hidenori Hara;2243
2244;Dennis Lehane;2244
2245;Donald H. Wolfe;2245
2246;William T. Rasmussen;2246
2247;Mary  Pacios;2247
2248;Karin Slaughter;2248
2249;Lee Child;2249
2250;Edward Steers Jr.;2250
2251;George Grant;2251
2252;Morag McKendrick Pippin;2252
2253;William Goldman;2253
2254;David Morrell;2254
2255;Bernard Cornwell;2255
2256;Stephen Hunter;2256
2257;Reinaldo Arenas;2257
2258;Douglas Preston;2258
2259;E.L. Doctorow;2259
2260;Mark      Stevens;2260
2261;Mario Puzo;2261
2262;John Lange;2262
2263;Eamon Duffy;2263
2264;Rajiv Chandrasekaran;2264
2265;Laurie Garrett;2265
2266;Peter D. Schiff;2266
2267;James Wesley Rawles;2267
2268;Chris Anderson;2268
2269;Jakob Nielsen;2269
2270;Yvon Chouinard;2270
2271;Cecily von Ziegesar;2271
2272;Jess Walter;2272
2273;Charles Seife;2273
2274;Lynnette Khalfani;2274
2275;Nick Cook;2275
2276;Jeff Long;2276
2277;Karen Traviss;2277
2278;Andy McNab;2278
2279;Heather O'Neill;2279
2280;Minfong Ho;2280
2281;Robert Crais;2281
2282;Diana Palmer;2282
2283;Jane Porter;2283
2284;Christina Dodd;2284
2285;Jerry Spinelli;2285
2286;Albert Demeo;2286
2287;Lewis Perdue;2287
2288;Rob Thomas;2288
2289;Nicholas Christopher;2289
2290;Monica Drake;2290
2291;Eileen Gunn;2291
2292;Dani Cavallaro;2292
2293;Grant Morrison;2293
2294;Robert  Mayer;2294
2295;Ivan T. Sanderson;2295
2296;Warren Ellis;2296
2297;Preston Peet;2297
2298;Russ Kick;2298
2299;Charles Darwin;2299
2300;Albert Jack;2300
2301;Elaine Pagels;2301
2302;Donald Kagan;2302
2303;Hannah Arendt;2303
2304;Julian Jaynes;2304
2305;Casey Loe;2305
2306;Barrington Moore Jr.;2306
2307;Carl Zimmer;2307
2308;Daron Acemoğlu;2308
2309;Aldon D. Morris;2309
2310;F.F. Bruce;2310
2311;Don  Lee;2311
2312;Colin McGinn;2312
2313;Michael Baur;2313
2314;Steve Turner;2314
2315;Joe Meno;2315
2316;Neil deGrasse Tyson;2316
2317;Joseph Vargo;2317
2318;Yu Aida;2318
2319;Ed Dorn;2319
2320;Antony Johnston;2320
2321;Jennifer Hendricks;2321
2322;Watchman Nee;2322
2323;Robert Ferrigno;2323
2324;Ali Vali;2324
2325;Jean Baudrillard;2325
2326;Chris Horrocks;2326
2327;T.Z. Lavine;2327
2328;Jane Robins;2328
2329;Jane Green;2329
2330;Albert Ellis;2330
2331;David Ellis;2331
2332;Shannon Drake;2332
2333;Brenda Novak;2333
2334;Ann  O'Leary;2334
2335;Deborah Woodworth;2335
2336;Rumiko Takahashi;2336
2337;Joseph O'Connor;2337
2338;Wendy Markham;2338
2339;Ai Morinaga;2339
2340;Stephen R. Donaldson;2340
2341;Yasuhiro Kano;2341
2342;Molly C. Lee;2342
2343;Candace Schuler;2343
2344;Gilles Deleuze;2344
2345;Jacob Grimm;2345
2346;Kaoru Mori;2346
2347;Jo Clayton;2347
2348;Lidia Matticchio Bastianich;2348
2349;Federico García Lorca;2349
2350;Alister E. McGrath;2350
2351;Richard E. Neustadt;2351
2352;Patrick McGrath;2352
2353;Michael D. Oates;2353
2354;Hanif Kureishi;2354
2355;Roland Barthes;2355
2356;Manuel Rivas;2356
2357;Margery Facklam;2357
2358;Caroline Sharp;2358
2359;David Levithan;2359
2360;Sean Stewart;2360
2361;Bryan Magee;2361
2362;Lynn Keller;2362
2363;Ross Garnaut;2363
2364;Adam  Sexton;2364
2365;Michael Korda;2365
2366;Josiah Bunting;2366
2367;Weldon Thornton;2367
2368;Ernle Bradford;2368
2369;Bruce Arnold;2369
2370;Tony Hawks;2370
2371;Chris Kubica;2371
2372;Karen Katz;2372
2373;Kate Klise;2373
2374;Pimsleur Language Programs;2374
2375;Alain de Botton;2375
2376;Elizabeth A. Lynn;2376
2377;Anna Deavere Smith;2377
2378;Jessica Porter;2378
2379;Sandra Cisneros;2379
2380;Katharine McMahon;2380
2381;Eric Chaisson;2381
2382;Stephen P. Maran;2382
2383;Dinah L. Moché;2383
2384;Philip Plait;2384
2385;Richard Buxton;2385
2386;Edith Hamilton;2386
2387;Alex Ross;2387
2388;John Lindow;2388
2389;William F. Russell;2389
2390;Peter M. Robinson;2390
2391;Hannah Hurnard;2391
2392;William J. Bennett;2392
2393;Walter Dean Myers;2393
2394;Todd Davis;2394
2395;Roger Ebert;2395
2396;Al Franken;2396
2397;Christina Scull;2397
2398;Douglas A. Anderson;2398
2399;Jane Chance;2399
2400;Rose A. Zimbardo;2400
2401;Lisa Carey;2401
2402;William L. Shirer;2402
2403;Emily Giffin;2403
2404;Elaine Barbieri;2404
2405;David G. Hartwell;2405
2406;G. Richard Shell;2406
2407;Thomas  Harris;2407
2408;Yvonne Tasker;2408
2409;H. Rider Haggard;2409
2410;Laura Buller;2410
2411;Tom D. Crouch;2411
2412;Paul Glovinsky;2412
2413;Michael L. Perlis;2413
2414;Peter  Van Houten;2414
2415;Mary S. Lovell;2415
2416;Javier Cercas;2416
2417;Albert Speer;2417
2418;William Blake;2418
2419;G.E. Bentley Jr.;2419
2420;Edgar Allan Poe;2420
2421;Dawn B. Sova;2421
2422;V. Vale;2422
2423;Irvine Welsh;2423
2424;Murray Smith;2424
2425;Louann Brizendine;2425
2426;Joaquin Miller;2426
2427;Phil Town;2427
2428;Wendy  Mitchell;2428
2429;Carolyn Brown;2429
2430;Leonardo da Vinci;2430
2431;Doris Lessing;2431
2432;Margot Theis Raven;2432
2433;Ron Roy;2433
2434;Paul Davies;2434
2435;Megan McDonald;2435
2436;Marissa Moss;2436
2437;Jennifer Frantz;2437
2438;Jed Carleton;2438
2439;Phyllis Reynolds Naylor;2439
2440;Robert Sabuda;2440
2441;Anne Stuart;2441
2442;J.V. Jones;2442
2443;Stan Jones;2443
2444;Andrei Codrescu;2444
2445;James Lincoln Collier;2445
2446;David Almond;2446
2447;Victor Hugo;2447
2448;Monica Kulling;2448
2449;Kate DiCamillo;2449
2450;Avi;2450
2451;Elizabeth Stuart Phelps;2451
2452;Anne Mazer;2452
2453;Gail Carson Levine;2453
2454;Peter David;2454
2455;Nicholas Wright;2455
2456;George Selden;2456
2457;Sylvia Cassedy;2457
2458;David Poyer;2458
2459;Tamara Thorne;2459
2460;Masakazu Katsura;2460
2461;Michael R. Phillips;2461
2462;Marcus Tullius Cicero;2462
2463;Lisa Jackson;2463
2464;Jon M. Gibson;2464
2465;Anne Macdonald;2465
2466;Tom Hodgkinson;2466
2467;D.B. Wyndham-Lewis;2467
2468;Mark LeVine;2468
2469;Terry Gilliam;2469
2470;Graham Chapman;2470
2471;Herbert Asbury;2471
2472;Annalee Allen;2472
2473;Western Sonoma County Historical Society;2473
2474;Library Company of Philadelphia;2474
2475;Jacqueline Ann;2475
2476;Charles Baudelaire;2476
2477;Epictetus;2477
2478;Mollie Hunter;2478
2479;Nigel Tranter;2479
2480;Roger Lancelyn Green;2480
2481;Ingri d'Aulaire;2481
2482;Kevin Crossley-Holland;2482
2483;Snorri Sturluson;2483
2484;Galina Krasskova;2484
2485;Barbara Leonie Picard;2485
2486;Rosalind Miles;2486
2487;Tristan Taormino;2487
2488;Emily Jenkins;2488
2489;Andrew Delbanco;2489
2490;Jane Leslie Conly;2490
2491;William Rodney Allen;2491
2492;Scott Westerfeld;2492
2493;Lloyd Alexander;2493
2494;Michael O. Tunnell;2494
2495;Mark Z. Danielewski;2495
2496;Silas House;2496
2497;John Hodgman;2497
2498;Bill Watterson;2498
2499;Richard Paul Russo;2499
2500;Harry Crews;2500
2501;S.M. Stirling;2501
2502;William Sleator;2502
2503;John Kennedy Toole;2503
2504;David Cote;2504
2505;Victoria Alexander;2505
2506;Errol Flynn;2506
2507;Michael Hanlon;2507
2508;Connie Willis;2508
2509;Anthony Grafton;2509
2510;Girolamo Cardano;2510
2511;Simon Winchester;2511
2512;Thomas Cahill;2512
2513;Darina Allen;2513
2514;James Graham Leyburn;2514
2515;Ashley Shannon;2515
2516;Juliette Aristides;2516
2517;Juliette De Bairacli Levy;2517
2518;Juliette Benzoni;2518
2519;Betty MacDonald;2519
2520;David Brin;2520
2521;Jay McInerney;2521
2522;Colum McCann;2522
2523;Roberta Gellis;2523
2524;Jonathan Kozol;2524
2525;Dan Savage;2525
2526;J. Anthony Lukas;2526
2527;Molly Bang;2527
2528;William Cronon;2528
2529;Sandra Balzo;2529
2530;James J. Gibson;2530
2531;Mark Manning;2531
2532;Arthur Nersesian;2532
2533;Alexandra Robbins;2533
2534;Martha Grimes;2534
2535;Craig Thompson;2535
2536;Kenzaburō Ōe;2536
2537;Shūsaku Endō;2537
2538;Hiroki Endo;2538
2539;Natalie Babbitt;2539
2540;Peter Singer;2540
2541;Kurt Reiter;2541
2542;James Krüss;2542
2543;Laurence Yep;2543
2544;Andrew James McLean;2544
2545;Reza Aslan;2545
2546;George MacDonald Fraser;2546
2547;Richard B. Lee;2547
2548;Kei Ohishi;2548
2549;Anthony E. Wolf;2549
2550;Steven C. Hayes;2550
2551;Carol Stock Kranowitz;2551
2552;Danielle Steel;2552
2553;Deborah Hopkinson;2553
2554;Dan Nadel;2554
2555;Satosumi Takaguchi;2555
2556;Natsuo Kirino;2556
2557;Rachel Cohn;2557
2558;Mystery;2558
2559;Marilyn Manson;2559
2560;Jostein Gaarder;2560
2561;Esmeralda Santiago;2561
2562;Nicholas    Evans;2562
2563;John Perkins;2563
2564;John M. Perkins;2564
2565;Mira Nair;2565
2566;John F. Nash;2566
2567;Robert C. O'Brien;2567
2568;Joseph Blotner;2568
2569;Stuart J. Murphy;2569
2570;Michael Craft;2570
2571;Winston S. Churchill;2571
2572;John Guare;2572
2573;Jorge Bucay;2573
2574;Christopher   Black;2574
2575;Mark Bittman;2575
2576;Samuel Hynes;2576
2577;Eleanor J. Gibson;2577
2578;Tacitus;2578
2579;Adam Smith;2579
2580;Thomas Aquinas;2580
2581;G.K. Chesterton;2581
2582;Isaac Bashevis Singer;2582
2583;Hilary H. Milton;2583
2584;R.R. Palmer;2584
2585;Michael Swanwick;2585
2586;Miyamoto Musashi;2586
2587;Alan  Lee;2587
2588;Kōji Suzuki;2588
2589;Lauren Willig;2589
2590;Satoru Kannagi;2590
2591;Marthe Le Van;2591
2592;James M. Cain;2592
2593;Laura Godwin;2593
2594;Rich Wulf;2594
2595;Gregory Bassham;2595
2596;Diane Haeger;2596
2597;W.G. Sebald;2597
2598;Misao Inagaki;2598
2599;Andrew      Hunt;2599
2600;Kazuo Umezu;2600
2601;Michael Eliot Howard;2601
2602;Iraj Pezeshkzad;2602
2603;Abolqasem Ferdowsi;2603
2604;Brady Games;2604
2605;Jan Guillou;2605
2606;Yuki Shimizu;2606
2607;Dai Sijie;2607
2608;Honoré de Balzac;2608
2609;Marshall McLuhan;2609
2610;Michael     Lewis;2610
2611;Peter Conn;2611
2612;Jen Lancaster;2612
2613;David Schickler;2613
2614;Burton G. Malkiel;2614
2615;Brad Meltzer;2615
2616;Deborah Bray Haddock;2616
2617;Margaret Peterson Haddix;2617
2618;Martin E.P. Seligman;2618
2619;Robert McCloskey;2619
2620;Robin Lane Fox;2620
2621;Padraic Colum;2621
2622;Homer Hickam;2622
2623;Rheta Grimsley Johnson;2623
2624;Chip Kidd;2624
2625;Paramahansa Yogananda;2625
2626;Jeff Shaara;2626
2627;Kuki Gallmann;2627
2628;Sophie Braimbridge;2628
2629;Janwillem van de Wetering;2629
2630;Plotinus;2630
2631;Karl Jaspers;2631
2632;Frances Stonor Saunders;2632
2633;Carole Marsh;2633
2634;Mark Cohen;2634
2635;Peter Olafson;2635
2636;Daniel Goleman;2636
2637;Yohanan Aharoni;2637
2638;Margaret MacMillan;2638
2639;Xenophon;2639
2640;Jane Medwell;2640
2641;Walter Kaufmann;2641
2642;Eric A. Meyer;2642
2643;Makoto Inoue;2643
2644;Stephen G. Kochan;2644
2645;Walter J. Savitch;2645
2646;Thomas Bulfinch;2646
2647;Janette K. Klingner;2647
2648;Judith Thurman;2648
2649;Erin McKean;2649
2650;E.E. Cummings;2650
2651;Dennis Slifer;2651
2652;Beth Moore;2652
2653;Terry Cooper;2653
2654;Garth Ennis;2654
2655;C.E. Murphy;2655
2656;Antonio Negri;2656
2657;Timothy S. Murphy;2657
2658;Vince Flynn;2658
2659;Ju-Yeon Rhim;2659
2660;Mark Fainaru-Wada;2660
2661;Stephen Leigh;2661
2662;Mary Burton;2662
2663;David McCasland;2663
2664;Gregg Olsen;2664
2665;Jim Keogh;2665
2666;David Allen Sibley;2666
2667;C.D.B. Bryan;2667
2668;Donald J. Crump;2668
2669;Norman Kolpas;2669
2670;Chuck Williams;2670
2671;Frederick C. Beiser;2671
2672;Laurence Olivier;2672
2673;Robert Irwin;2673
2674;Russell Banks;2674
2675;Zora Neale Hurston;2675
2676;Nicholas P. White;2676
2677;Tim Downs;2677
2678;Peter Abrahams;2678
2679;James Tiptree Jr.;2679
2680;Colin      Wells;2680
2681;Paul Krugman;2681
2682;Commander X;2682
2683;Zak Smith;2683
2684;Flann O'Brien;2684
2685;Marion Woodman;2685
2686;Bill   Phillips;2686
2687;Donna Woolfolk Cross;2687
2688;Emmanuel Rhoides;2688
2689;Rachel Caine;2689
2690;Ashley Gardner;2690
2691;Philip Johnson;2691
2692;Confucius;2692
2693;Indu Sundaresan;2693
2694;John Hersey;2694
2695;Rachel Carson;2695
2696;Paul Brooks;2696
2697;Justine Korman Fontes;2697
2698;William Martin;2698
2699;Marianne Williams;2699
2700;Jonathan Harr;2700
2701;Anthony  Lewis;2701
2702;Apollodorus;2702
2703;Hermann Broch;2703
2704;Phillip Lopate;2704
2705;Scott Beatty;2705
2706;Tom DeFalco;2706
2707;J. Ed Komoszewski;2707
2708;Adam Hochschild;2708
2709;Zecharia Sitchin;2709
2710;Esther Perel;2710
2711;Geoffrey Miller;2711
2712;David M. Buss;2712
2713;A.B. Yehoshua;2713
2714;Bob Woodward;2714
2715;Virginia Lee Burton;2715
2716;Tim LaHaye;2716
2717;Muhammad Yunus;2717
2718;Jeff Hawkins;2718
2719;Travis Bradberry;2719
2720;Karen Berman;2720
2721;Stuart Russell;2721
2722;John             Lewis;2722
2723;Christopher Andersen;2723
2724;Sharon Green;2724
2725;Amos Oz;2725
2726;Bernard Lewis;2726
2727;Peter Woit;2727
2728;Kathleen V. Kudlinski;2728
2729;Cheri Huber;2729
2730;Jean-Benoît Nadeau;2730
2731;William Westney;2731
2732;Michela Wrong;2732
2733;Philip Caputo;2733
2734;Margaret Feinberg;2734
2735;Peter G. Bolt;2735
2736;Margaret Thaler Singer;2736
2737;Norman Rush;2737
2738;Michelle Lovric;2738
2739;Paschal Beverly Randolph;2739
2740;Julia Glass;2740
2741;Robert X. Cringely;2741
2742;Janet Geringer Woititz;2742
2743;Mary  Stewart;2743
2744;Michael Ende;2744
2745;Narise Konohara;2745
2746;Stuart M. Matlins;2746
2747;Christopher   Green;2747
2748;Ronald J. Faust;2748
2749;Eric P. Kelly;2749
2750;William H. Press;2750
2751;William T. Vetterling;2751
2752;Alexander Pushkin;2752
2753;Michael T. Goodrich;2753
2754;Mark Allen Weiss;2754
2755;Adam Drozdek;2755
2756;Frank M. Carrano;2756
2757;Robert Sedgewick;2757
2758;Dave Luckett;2758
2759;Angus Wells;2759
2760;Peter Handke;2760
2761;Robert F. Kennedy Jr.;2761
2762;Binjamin W. Segel;2762
2763;Robert Cullen;2763
2764;Bob Cullen;2764
2765;Mircea Eliade;2765
2766;David J. Hassel;2766
2767;Rebecca Solnit;2767
2768;Ken Knabb;2768
2769;Chris Gray;2769
2770;Sarah Dunant;2770
2771;Michael  Wood;2771
2772;Susanna Kaysen;2772
2773;A.J. Jacobs;2773
2774;Mark Vonnegut;2774
2775;David A. Adler;2775
2776;David Thomas Lord;2776
2777;William  James;2777
2778;Rick Riordan;2778
2779;Cornelia Funke;2779
2780;Louis Menand;2780
2781;Jack Du Brul;2781
2782;Randy Shilts;2782
2783;Nadine Cohodas;2783
2784;Nicholson Baker;2784
2785;Paul Theroux;2785
2786;Trudi Canavan;2786
2787;Marshall Sahlins;2787
2788;Bessie Head;2788
2789;Tom Perrotta;2789
2790;Georges Perec;2790
2791;William Saroyan;2791
2792;Margaret Cho;2792
2793;Denise Riley;2793
2794;Raymond Queneau;2794
2795;Boris Vian;2795
2796;Roger Shattuck;2796
2797;William C. Carter;2797
2798;Stéphane Heuet;2798
2799;Amy Taubin;2799
2800;Paul Schrader;2800
2801;Shana Abe;2801
2802;John Lewis Gaddis;2802
2803;William Gaddis;2803
2804;John      O'Brien;2804
2805;Margaret Weiss;2805
2806;Robert A. Weiss;2806
2807;Stanislav Grof;2807
2808;Denise Little;2808
2809;William Jefferies;2809
2810;Neal Barrett Jr.;2810
2811;Robert Boyle;2811
2812;Stephen Cox;2812
2813;John Baldessari;2813
2814;William Empson;2814
2815;Janny Wurts;2815
2816;Evangeline Walton;2816
2817;Robert W. Strayer;2817
2818;Julian Rubinstein;2818
2819;Greg Keyes;2819
2820;Elliot Aronson;2820
2821;Robert B. Cialdini;2821
2822;Deborah Blum;2822
2823;Will Durant;2823
2824;Niccolò Machiavelli;2824
2825;Elizabeth Hoyt;2825
2826;Edward Rutherfurd;2826
2827;Lisa Trumbauer;2827
2828;Christopher Moore;2828
2829;Kent R. Weeks;2829
2830;Frank P. Incropera;2830
2831;Mike Lupica;2831
2832;Yunus A. Cengel;2832
2833;Robert Goddard;2833
2834;Shannon Holmes;2834
2835;Kermit L. Hall;2835
2836;Allegra Goodman;2836
2837;Donna Leon;2837
2838;Peter Tremayne;2838
2839;Lynda Barry;2839
2840;Suetonius;2840
2841;John F. MacArthur Jr.;2841
2842;John M. Barry;2842
2843;Andrew Hussey;2843
2844;Jorge Cervantes;2844
2845;Anthony J. Cascardi;2845
2846;Maria Antonia Garcés;2846
2847;John  Baxter;2847
2848;Christopher Schmitt;2848
2849;P.D. Eastman;2849
2850;Roy McKie;2850
2851;Mistress Lorelei;2851
2852;Miasha;2852
2853;T.H. White;2853
2854;Takashi Hashiguchi;2854
2855;John D'Emilio;2855
2856;Stacey Szklut;2856
2857;Kevin Trudeau;2857
2858;Ram Dass;2858
2859;David Wiesner;2859
2860;Nancy   Harding;2860
2861;George Crile;2861
2862;Jonathan Phillips;2862
2863;M.J. Trow;2863
2864;Michael Azerrad;2864
2865;Rick Osborne;2865
2866;Hervé Guibert;2866
2867;A.M. Homes;2867
2868;J.J. Connolly;2868
2869;Norah Vincent;2869
2870;Basil Mahon;2870
2871;Tony Horwitz;2871
2872;Elizabeth Peters;2872
2873;Diana Kendall;2873
2874;Eireann Corrigan;2874
2875;Claudia Carroll;2875
2876;Diablo Cody;2876
2877;Noire;2877
2878;Luke Davies;2878
2879;Mian Mian;2879
2880;Kara;2880
2881;Sam Harris;2881
2882;William Poundstone;2882
2883;L. Sprague de Camp;2883
2884;Edgar Rice Burroughs;2884
2885;Charles John Cutcliffe Wright Hyne;2885
2886;Kurt Eichenwald;2886
2887;Anthony F.C. Wallace;2887
2888;Kang-Woo Lee;2888
2889;Carlton Mellick III;2889
2890;Warren W. Wiersbe;2890
2891;Walter Farley;2891
2892;Jeremy Leven;2892
2893;Paul       Davidson;2893
2894;Andrew M. Greeley;2894
2895;Michael F. Roizen;2895
2896;Isaac Asimov;2896
2897;Leslie Gross Portney;2897
2898;Cory Doctorow;2898
2899;Ron     Miller;2899
2900;Hervie Haufler;2900
2901;Jack Meadows;2901
2902;Barbara Berst Adams;2902
2903;Tony Judt;2903
2904;Grant R. Osborne;2904
2905;Alvin L. Reid;2905
2906;Robert Musil;2906
2907;Leonard  Orr;2907
2908;Nathan Englander;2908
2909;John Bunyan;2909
2910;Bryan Lee O'Malley;2910
2911;Helen L. Taylor;2911
2912;James Daugherty;2912
2913;Diana Butler Bass;2913
2914;John D. Leonard;2914
2915;Robert A.M. Stern;2915
2916;Kevin   Walsh;2916
2917;Eric Homberger;2917
2918;Miroslav Sasek;2918
2919;Paul Findley;2919
2920;Timothy Findley;2920
2921;Nigel Findley;2921
2922;Claire McNab;2922
2923;Adrian Guelke;2923
2924;Devra Davis;2924
2925;Philip Levine;2925
2926;Richard Bach;2926
2927;Pamela F. Service;2927
2928;Vera John-Steiner;2928
2929;Alfred D. Chandler Jr.;2929
2930;Dashiell Hammett;2930
2931;Kenneth Silverman;2931
2932;Michael Moorcock;2932
2933;Charles  Green;2933
